scene_path,object_path,active_self,components,network_transform,mesh_local_max_abs
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[0]/Orion_Line[3]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[0]/Orion_Line[4]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[0]/Orion_Line[5]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[0]/Orion_Line[6]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[0]/Orion_Line[7]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[0]/Orion_Line[8]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[1]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",240094.046875
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[1]/Orion_Line[0]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[1]/Orion_Line[1]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[1]/Orion_Line[2]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[1]/Orion_Line[3]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[1]/Orion_Line[4]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[1]/Orion_Line[5]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[1]/Orion_Line[6]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[1]/Orion_Line[7]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[1]/Orion_Line[8]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[2]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",240094.046875
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[2]/Orion_Line[0]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[2]/Orion_Line[1]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[2]/Orion_Line[2]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[2]/Orion_Line[3]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[2]/Orion_Line[4]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[2]/Orion_Line[5]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[2]/Orion_Line[6]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[2]/Orion_Line[7]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[2]/Orion_Line[8]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[3]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",240094.046875
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[3]/Orion_Line[0]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[3]/Orion_Line[1]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[3]/Orion_Line[2]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[3]/Orion_Line[3]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[3]/Orion_Line[4]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[3]/Orion_Line[5]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[3]/Orion_Line[6]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[3]/Orion_Line[7]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[3]/Orion_Line[8]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[4]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",240094.046875
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[4]/Orion_Line[0]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[4]/Orion_Line[1]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[4]/Orion_Line[2]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[4]/Orion_Line[3]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[4]/Orion_Line[4]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[4]/Orion_Line[5]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[4]/Orion_Line[6]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[4]/Orion_Line[7]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[4]/Orion_Line[8]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[5]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",240094.046875
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[5]/Orion_Line[0]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[5]/Orion_Line[1]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[5]/Orion_Line[2]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[5]/Orion_Line[3]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[5]/Orion_Line[4]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[5]/Orion_Line[5]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[5]/Orion_Line[6]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[5]/Orion_Line[7]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[5]/Orion_Line[8]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[6]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",240094.046875
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[6]/Orion_Line[0]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[6]/Orion_Line[1]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[6]/Orion_Line[2]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
