scene_path,object_path,active_self,components,network_transform,mesh_local_max_abs
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[11]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",240094.046875
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[11]/Orion_Line[0]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[11]/Orion_Line[1]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[11]/Orion_Line[2]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[11]/Orion_Line[3]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[11]/Orion_Line[4]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[11]/Orion_Line[5]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[11]/Orion_Line[6]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[11]/Orion_Line[7]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","ConstellationController[20]/SkyDome_Stars[11]/Orion_Line[8]",true,"UnityEngine.Transform;UnityEngine.LineRenderer","",
"Assets/_Project/Scenes/BootstrapScene.unity","DEBUG_UI_MANAGER[21]",true,"UnityEngine.Transform;ProjectC.UI.SceneDebugHUD;ProjectC.UI.HUDManager","",
"Assets/_Project/Scenes/BootstrapScene.unity","DEBUG_UI_MANAGER[21]/HUDdebug[0]",false,"UnityEngine.Transform;ProjectC.UI.SceneDebugHUD","",
"Assets/_Project/Scenes/BootstrapScene.unity","Toasts_and_meta[22]/[ShipKeyToast][0]",true,"UnityEngine.Transform;UnityEngine.UIElements.UIDocument;MISSING_SCRIPT","",
"Assets/_Project/Scenes/BootstrapScene.unity","Toasts_and_meta[22]/[MetaRequirementRegistry][1]",true,"UnityEngine.Transform;Unity.Netcode.NetworkObject;ProjectC.MetaRequirement.MetaRequirementRegistry","",
"Assets/_Project/Scenes/BootstrapScene.unity","Toasts_and_meta[22]/[MetaRequirementToast][2]",true,"UnityEngine.Transform;UnityEngine.UIElements.UIDocument;ProjectC.MetaRequirement.MetaRequirementToast","",
"Assets/_Project/Scenes/BootstrapScene.unity","Toasts_and_meta[22]/[ShipOwnershipRegistry][3]",true,"UnityEngine.Transform;MISSING_SCRIPT","",
"Assets/_Project/Scenes/BootstrapScene.unity","[QuestServer][23]",true,"UnityEngine.Transform;Unity.Netcode.NetworkObject;ProjectC.Quests.QuestServer","",
"Assets/_Project/Scenes/BootstrapScene.unity","[QuestClientState][24]",true,"UnityEngine.Transform;ProjectC.Quests.Client.QuestClientState;ProjectC.Quests.UI.DialogWindow;UnityEngine.UIElements.UIDocument","",
"Assets/_Project/Scenes/BootstrapScene.unity","[QuestTracker][25]",true,"UnityEngine.Transform;UnityEngine.UIElements.UIDocument;ProjectC.Quests.UI.QuestTracker","",
"Assets/_Project/Scenes/BootstrapScene.unity","[ReputationClientState][26]",true,"UnityEngine.Transform;ProjectC.Reputation.ReputationClientState","",
"Assets/_Project/Scenes/BootstrapScene.unity","[NpcAttitudeClientState][27]",true,"UnityEngine.Transform;ProjectC.Reputation.NpcAttitudeClientState","",
"Assets/_Project/Scenes/BootstrapScene.unity","[QuestToast][28]",true,"UnityEngine.Transform;UnityEngine.UIElements.UIDocument;ProjectC.Quests.UI.QuestToast","",
"Assets/_Project/Scenes/BootstrapScene.unity","[GatheringServer][29]",true,"UnityEngine.Transform;Unity.Netcode.NetworkObject;ProjectC.ResourceNode.GatheringServer","",
"Assets/_Project/Scenes/BootstrapScene.unity","[GatheringToast][30]",true,"UnityEngine.Transform;UnityEngine.UIElements.UIDocument;ProjectC.ResourceNode.GatheringToastController","",
"Assets/_Project/Scenes/BootstrapScene.unity","[CraftingServer][31]",true,"UnityEngine.Transform;Unity.Netcode.NetworkObject;ProjectC.Crafting.CraftingServer","",
"Assets/_Project/Scenes/BootstrapScene.unity","[CraftingTimeService][32]",true,"UnityEngine.Transform;ProjectC.Crafting.CraftingTimeService","",
"Assets/_Project/Scenes/BootstrapScene.unity","[CraftingProgressController][33]",true,"UnityEngine.Transform;UnityEngine.UIElements.UIDocument;ProjectC.Crafting.CraftingProgressController","",
"Assets/_Project/Scenes/BootstrapScene.unity","[CraftingWindow][34]",true,"UnityEngine.Transform;UnityEngine.UIElements.UIDocument;ProjectC.Crafting.UI.CraftingWindow","",
"Assets/_Project/Scenes/BootstrapScene.unity","[ExchangeServer][35]",true,"UnityEngine.Transform;Unity.Netcode.NetworkObject;ProjectC.Trade.Network.ExchangeServer","",
"Assets/_Project/Scenes/BootstrapScene.unity","[ShipCargoServer][36]",true,"UnityEngine.Transform;Unity.Netcode.NetworkObject;ProjectC.Trade.Network.ShipCargoServer","",
"Assets/_Project/Scenes/BootstrapScene.unity","[StatsServer][37]",true,"UnityEngine.Transform;Unity.Netcode.NetworkObject;ProjectC.Stats.StatsServer","",
"Assets/_Project/Scenes/BootstrapScene.unity","[EquipmentServer][38]",true,"UnityEngine.Transform;Unity.Netcode.NetworkObject;ProjectC.Equipment.EquipmentServer","",
"Assets/_Project/Scenes/BootstrapScene.unity","[SkillsServer][39]",true,"UnityEngine.Transform;Unity.Netcode.NetworkObject;ProjectC.Skills.SkillsServer","",
"Assets/_Project/Scenes/BootstrapScene.unity","[ShipHudPanel][40]",true,"UnityEngine.Transform;UnityEngine.UIElements.UIDocument;ProjectC.Ship.UI.ShipHudController","",
"Assets/_Project/Scenes/BootstrapScene.unity","[DockingServer][41]",true,"UnityEngine.Transform;Unity.Netcode.NetworkObject;ProjectC.Docking.Network.DockingServer","",
"Assets/_Project/Scenes/BootstrapScene.unity","[CommPanelWindow][42]",true,"UnityEngine.Transform;UnityEngine.UIElements.UIDocument;ProjectC.Docking.UI.CommPanelWindow","",
"Assets/_Project/Scenes/BootstrapScene.unity","[NpcShipServer][43]",true,"UnityEngine.Transform;Unity.Netcode.NetworkObject;ProjectC.PeacefulShip.Network.NpcShipServer","",
"Assets/_Project/Scenes/BootstrapScene.unity","[CombatServer][44]",true,"UnityEngine.Transform;Unity.Netcode.NetworkObject;ProjectC.Combat.CombatServer","",
"Assets/_Project/Scenes/BootstrapScene.unity","Sphere[45]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.SphereCollider;UnityEngine.MeshRenderer","",0.5
"Assets/_Project/Scenes/BootstrapScene.unity","Sphere[46]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.SphereCollider;UnityEngine.MeshRenderer","",0.5
"Assets/_Project/Scenes/BootstrapScene.unity","[CustomisationClientState][47]",true,"UnityEngine.Transform;ProjectC.Customisation.CustomisationClientState","",
"Assets/_Project/Scenes/BootstrapScene.unity","[CustomisationWindow][48]",true,"UnityEngine.Transform;UnityEngine.UIElements.UIDocument;ProjectC.Customisation.UI.CustomisationWindow","",
"Assets/_Project/Scenes/BootstrapScene.unity","[ShipCargoConsoleWindow][49]",true,"UnityEngine.Transform;UnityEngine.UIElements.UIDocument;ProjectC.Trade.Client.ShipCargoConsoleWindow","",
"Assets/_Project/Scenes/BootstrapScene.unity","[RepairManagerWindow][50]",true,"UnityEngine.Transform;UnityEngine.UIElements.UIDocument;ProjectC.Ship.UI.RepairManagerWindow","",
"Assets/_Project/Scenes/BootstrapScene.unity","RespawnManager[51]",true,"UnityEngine.Transform;ProjectC.World.RespawnManager","",
"Assets/_Project/Scenes/BootstrapScene.unity","[ShipPositionServer][52]",true,"UnityEngine.Transform;ProjectC.Core.ShipPosition.ShipPositionServer","",
"Assets/_Project/Scenes/BootstrapScene.unity","[PlayerPositionServer][53]",true,"UnityEngine.Transform;ProjectC.Core.ShipPosition.PlayerPositionServer","",
"Assets/_Project/Scenes/BootstrapScene.unity","[KnowledgeToast][54]",true,"UnityEngine.Transform;ProjectC.Knowledge.KnowledgeToast;UnityEngine.UIElements.UIDocument","",
"Assets/_Project/Scenes/BootstrapScene.unity","MainMenu[55]",true,"UnityEngine.Transform;UnityEngine.UIElements.UIDocument;ProjectC.UI.MainMenu.MainMenuWindow","",
